"","CaseChannel","CaseDepartment","CaseID","Activity","Resource","CompleteTimestamp","Month","Weekday"
"2320","Internet","General","case-4767","T10 Determine necessity to stop indication","Resource17",2010-12-20 11:20:44.566,"12","1"
"2321","Internet","General","case-4767","T05 Print and send confirmation of receipt","Resource17",2010-12-20 13:35:44.989,"12","1"
"2322","Internet","General","case-4769","Confirmation of receipt","Resource10",2010-12-17 10:17:43.814,"12","5"
"2323","Internet","General","case-4769","T02 Check confirmation of receipt","Resource10",2010-12-17 10:26:25.577,"12","5"
"2324","Internet","General","case-4769","T04 Determine confirmation of receipt","Resource10",2010-12-17 10:33:21.802,"12","5"
"2325","Internet","General","case-4769","T06 Determine necessity of stop advice","Resource26",2010-12-21 11:11:52.039,"12","2"
"2326","Internet","General","case-4769","T10 Determine necessity to stop indication","Resource26",2010-12-21 11:12:11.623,"12","2"
"2327","Internet","General","case-4769","T05 Print and send confirmation of receipt","admin1",2010-12-21 11:22:34.266,"12","2"
"2328","Internet","General","case-4771","Confirmation of receipt","Resource10",2010-12-17 10:17:03.921,"12","5"
"2329","Internet","General","case-4771","T02 Check confirmation of receipt","Resource10",2010-12-17 10:27:20.636,"12","5"
"2330","Internet","General","case-4771","T04 Determine confirmation of receipt","Resource10",2010-12-17 10:38:48.972,"12","5"
"2331","Internet","General","case-4771","T05 Print and send confirmation of receipt","admin1",2010-12-30 13:07:43.684,"12","4"
"2332","Internet","General","case-4771","T06 Determine necessity of stop advice","Resource15",2011-01-04 10:24:29.864,"1","2"
"2333","Internet","General","case-4771","T07-3 Draft intern advice hold for aspect 3","Resource35",2011-01-11 10:24:48.073,"1","2"
"2334","Internet","General","case-4771","T07-2 Draft intern advice aspect 2","Resource33",2011-01-11 15:14:25.68,"1","2"
"2335","Internet","General","case-4771","T06 Determine necessity of stop advice","Resource15",2011-01-13 11:07:20.473,"1","4"
"2336","Internet","General","case-4771","T07-3 Draft intern advice hold for aspect 3","Resource15",2011-01-13 11:07:45.604,"1","4"
"2337","Internet","General","case-4771","T07-2 Draft intern advice aspect 2","Resource15",2011-01-13 11:07:57.393,"1","4"
"2338","Internet","General","case-4771","T06 Determine necessity of stop advice","Resource15",2011-01-13 11:08:12.119,"1","4"
"2339","Internet","General","case-4771","T07-3 Draft intern advice hold for aspect 3","Resource15",2011-01-13 11:08:28.915,"1","4"
"2340","Internet","General","case-4771","T07-2 Draft intern advice aspect 2","Resource15",2011-01-13 11:08:39.178,"1","4"
"2341","Internet","General","case-4771","T06 Determine necessity of stop advice","Resource15",2011-01-13 11:09:01.79,"1","4"
"2342","Internet","General","case-4771","T10 Determine necessity to stop indication","Resource15",2011-01-13 11:09:20.055,"1","4"
"2343","Internet","General","case-4773","Confirmation of receipt","Resource10",2010-12-17 10:18:24.004,"12","5"
"2344","Internet","General","case-4773","T02 Check confirmation of receipt","Resource10",2010-12-17 10:24:25.535,"12","5"
"2345","Internet","General","case-4773","T04 Determine confirmation of receipt","Resource10",2010-12-17 10:35:01.148,"12","5"
"2346","Internet","General","case-4773","T05 Print and send confirmation of receipt","admin1",2010-12-21 10:25:16.468,"12","2"
"2347","Internet","General","case-4773","T06 Determine necessity of stop advice","Resource04",2010-12-21 11:02:52.451,"12","2"
"2348","Internet","General","case-4773","T10 Determine necessity to stop indication","Resource04",2010-12-21 11:03:05.31,"12","2"
"2349","Internet","General","case-4774","Confirmation of receipt","Resource10",2010-12-17 10:19:30.551,"12","5"
"2350","Internet","General","case-4774","T02 Check confirmation of receipt","Resource10",2010-12-17 10:26:44.199,"12","5"
"2351","Internet","General","case-4774","T04 Determine confirmation of receipt","Resource10",2010-12-17 10:33:40.838,"12","5"
"2352","Internet","General","case-4774","T05 Print and send confirmation of receipt","admin1",2010-12-24 10:25:24.065,"12","5"
"2353","Internet","General","case-4774","T06 Determine necessity of stop advice","Resource07",2010-12-24 13:54:27.318,"12","5"
"2354","Internet","General","case-4774","T10 Determine necessity to stop indication","Resource07",2010-12-24 13:56:57.236,"12","5"
"2355","Internet","General","case-4777","Confirmation of receipt","Resource10",2010-12-17 10:17:21.054,"12","5"
"2356","Internet","General","case-4777","T02 Check confirmation of receipt","Resource10",2010-12-17 10:26:07.771,"12","5"
"2357","Internet","General","case-4777","T04 Determine confirmation of receipt","Resource10",2010-12-17 10:37:55.751,"12","5"
"2358","Internet","General","case-4777","T06 Determine necessity of stop advice","Resource11",2010-12-27 11:18:00.183,"12","1"
"2359","Internet","General","case-4777","T10 Determine necessity to stop indication","Resource11",2010-12-27 11:18:32.337,"12","1"
"2360","Internet","General","case-4777","T05 Print and send confirmation of receipt","Resource07",2011-01-04 16:40:38.369,"1","2"
"2361","Internet","General","case-4778","Confirmation of receipt","Resource10",2010-12-17 10:19:50.098,"12","5"
"2362","Internet","General","case-4778","T02 Check confirmation of receipt","Resource10",2010-12-17 10:24:47.466,"12","5"
"2363","Internet","General","case-4778","T04 Determine confirmation of receipt","Resource10",2010-12-17 10:37:04.384,"12","5"
"2364","Internet","General","case-4778","T06 Determine necessity of stop advice","Resource07",2010-12-24 14:20:24.922,"12","5"
"2365","Internet","General","case-4778","T10 Determine necessity to stop indication","Resource07",2010-12-24 14:20:59.792,"12","5"
"2366","Internet","General","case-4778","T05 Print and send confirmation of receipt","Resource07",2011-01-04 09:07:44.006,"1","2"
"2367","Internet","General","case-4779","Confirmation of receipt","Resource10",2010-12-17 10:20:29.781,"12","5"
"2368","Internet","General","case-4779","T02 Check confirmation of receipt","Resource10",2010-12-17 10:27:03.15,"12","5"
"2369","Internet","General","case-4779","T04 Determine confirmation of receipt","Resource10",2010-12-17 10:38:19.241,"12","5"
"2370","Internet","General","case-4779","T06 Determine necessity of stop advice","Resource11",2010-12-27 12:44:59.302,"12","1"
"2371","Internet","General","case-4779","T10 Determine necessity to stop indication","Resource11",2010-12-27 14:17:44.817,"12","1"
"2372","Internet","General","case-4779","T05 Print and send confirmation of receipt","Resource11",2010-12-29 09:19:45.561,"12","3"
"2373","Post","General","case-4780","Confirmation of receipt","Resource10",2010-12-17 10:20:07.645,"12","5"
"2374","Post","General","case-4780","T02 Check confirmation of receipt","Resource10",2010-12-17 10:25:01.055,"12","5"
"2375","Post","General","case-4780","T04 Determine confirmation of receipt","Resource10",2010-12-17 10:30:47.275,"12","5"
"2376","Post","General","case-4780","T06 Determine necessity of stop advice","Resource07",2010-12-24 14:07:03.617,"12","5"
"2377","Post","General","case-4780","T10 Determine necessity to stop indication","Resource07",2010-12-24 14:13:09.438,"12","5"
"2378","Post","General","case-4780","T05 Print and send confirmation of receipt","Resource07",2011-01-06 10:49:38.437,"1","4"
"2379","Desk","General","case-4781","Confirmation of receipt","Resource01",2010-12-15 09:44:43.229,"12","3"
"2380","Desk","General","case-4781","T02 Check confirmation of receipt","Resource01",2010-12-15 09:45:11.956,"12","3"
"2381","Desk","General","case-4781","T06 Determine necessity of stop advice","Resource01",2010-12-15 09:49:10.045,"12","3"
"2382","Desk","General","case-4781","T10 Determine necessity to stop indication","Resource01",2010-12-15 09:49:34.866,"12","3"
"2383","Desk","General","case-4781","T04 Determine confirmation of receipt","Resource19",2010-12-15 11:29:58.709,"12","3"
"2384","Desk","General","case-4781","T05 Print and send confirmation of receipt","admin1",2010-12-15 14:20:23.619,"12","3"
"2385","Post","General","case-4806","Confirmation of receipt","Resource10",2010-12-17 10:22:27.456,"12","5"
"2386","Post","General","case-4806","T02 Check confirmation of receipt","Resource10",2010-12-17 10:32:26.625,"12","5"
"2387","Post","General","case-4806","T04 Determine confirmation of receipt","Resource10",2010-12-17 10:35:20.827,"12","5"
"2388","Post","General","case-4806","T06 Determine necessity of stop advice","Resource34",2010-12-17 12:08:11.969,"12","5"
"2389","Post","General","case-4806","T10 Determine necessity to stop indication","Resource34",2010-12-17 12:12:08.687,"12","5"
"2390","Post","General","case-4806","T05 Print and send confirmation of receipt","admin1",2010-12-21 11:44:14.896,"12","2"
"2391","Desk","General","case-4807","Confirmation of receipt","Resource10",2010-12-17 10:21:46.261,"12","5"
"2392","Desk","General","case-4807","T02 Check confirmation of receipt","Resource10",2010-12-17 10:27:55.552,"12","5"
"2393","Desk","General","case-4807","T04 Determine confirmation of receipt","Resource10",2010-12-17 10:35:37.087,"12","5"
"2394","Desk","General","case-4807","T06 Determine necessity of stop advice","Resource22",2010-12-27 09:39:54.086,"12","1"
"2395","Desk","General","case-4807","T10 Determine necessity to stop indication","Resource22",2010-12-27 09:41:07.887,"12","1"
"2396","Desk","General","case-4807","T05 Print and send confirmation of receipt","admin1",2010-12-30 13:07:07.218,"12","4"
"2397","Desk","General","case-4808","Confirmation of receipt","Resource10",2010-12-17 10:22:08.98,"12","5"
"2398","Desk","General","case-4808","T02 Check confirmation of receipt","Resource10",2010-12-17 10:28:40.301,"12","5"
"2399","Desk","General","case-4808","T04 Determine confirmation of receipt","Resource10",2010-12-17 10:38:33.422,"12","5"
"2400","Desk","General","case-4808","T06 Determine necessity of stop advice","Resource15",2010-12-24 10:50:19.906,"12","5"
"2401","Desk","General","case-4808","T05 Print and send confirmation of receipt","admin1",2010-12-30 13:07:27.346,"12","4"
"2402","Desk","General","case-4808","T07-2 Draft intern advice aspect 2","Resource29",2011-01-18 14:18:44.152,"1","2"
"2403","Desk","General","case-4808","T06 Determine necessity of stop advice","Resource29",2011-01-18 14:19:49.591,"1","2"
"2404","Desk","General","case-4808","T07-2 Draft intern advice aspect 2","Resource29",2011-01-18 14:20:07.827,"1","2"
"2405","Desk","General","case-4808","T06 Determine necessity of stop advice","Resource29",2011-01-18 14:20:39.983,"1","2"
"2406","Desk","General","case-4808","T07-2 Draft intern advice aspect 2","Resource29",2011-01-18 14:21:26.953,"1","2"
"2407","Desk","General","case-4808","T06 Determine necessity of stop advice","Resource29",2011-01-18 14:21:49.421,"1","2"
"2408","Desk","General","case-4808","T07-2 Draft intern advice aspect 2","Resource29",2011-01-18 14:22:23.694,"1","2"
"2409","Desk","General","case-4808","T06 Determine necessity of stop advice","Resource29",2011-01-18 14:22:55.328,"1","2"
"2410","Desk","General","case-4808","T07-2 Draft intern advice aspect 2","Resource29",2011-01-18 14:24:31.856,"1","2"
"2411","Desk","General","case-4808","T06 Determine necessity of stop advice","Resource15",2011-01-19 10:43:13.997,"1","3"
"2412","Desk","General","case-4808","T07-2 Draft intern advice aspect 2","Resource15",2011-01-19 10:43:31.437,"1","3"
"2413","Desk","General","case-4808","T06 Determine necessity of stop advice","Resource15",2011-01-19 10:43:46.628,"1","3"
"2414","Desk","General","case-4808","T10 Determine necessity to stop indication","Resource15",2011-01-19 10:44:37.479,"1","3"
"2415","Post","General","case-4809","Confirmation of receipt","Resource10",2010-12-17 10:22:44.741,"12","5"
"2416","Post","General","case-4809","T02 Check confirmation of receipt","Resource10",2010-12-17 10:32:51.677,"12","5"
"2417","Post","General","case-4809","T04 Determine confirmation of receipt","Resource10",2010-12-17 10:39:56.296,"12","5"
"2418","Post","General","case-4809","T06 Determine necessity of stop advice","Resource07",2010-12-24 15:52:37.727,"12","5"
"2419","Post","General","case-4809","T10 Determine necessity to stop indication","Resource07",2010-12-24 15:57:48.331,"12","5"
"2420","Post","General","case-4809","T05 Print and send confirmation of receipt","Resource07",2010-12-30 08:21:06.05,"12","4"
"2421","Post","General","case-4810","Confirmation of receipt","Resource10",2010-12-17 10:23:06.388,"12","5"
"2422","Post","General","case-4810","T02 Check confirmation of receipt","Resource10",2010-12-17 10:30:06.351,"12","5"
"2423","Post","General","case-4810","T04 Determine confirmation of receipt","Resource10",2010-12-17 10:31:08.294,"12","5"
"2424","Post","General","case-4810","T06 Determine necessity of stop advice","Resource07",2010-12-24 16:02:51.272,"12","5"
"2425","Post","General","case-4810","T05 Print and send confirmation of receipt","Resource07",2010-12-30 08:28:53.203,"12","4"
"2426","Post","General","case-4810","T10 Determine necessity to stop indication","Resource07",2011-01-04 08:24:48.655,"1","2"
"2427","Desk","General","case-4811","Confirmation of receipt","Resource10",2010-12-17 10:23:24.758,"12","5"
"2428","Desk","General","case-4811","T02 Check confirmation of receipt","Resource10",2010-12-17 10:36:30.956,"12","5"
"2429","Desk","General","case-4811","T04 Determine confirmation of receipt","Resource10",2010-12-17 10:41:38.831,"12","5"
"2430","Desk","General","case-4811","T06 Determine necessity of stop advice","Resource07",2010-12-24 16:07:05.547,"12","5"
"2431","Desk","General","case-4811","T10 Determine necessity to stop indication","Resource07",2010-12-24 16:09:05.193,"12","5"
